date,hour,district,OS,RA,QS,RD,SS,SLC,SO,ST,SUT
10,9,용산구,81,5697,2427,1073,125,55,75,25,9
10,9,은평구,56,3786,3754,403,167,22,55,28,9
10,9,종로구,5,2115,952,1506,561,101,80,40,18
10,9,중구,286,6306,3757,465,45,82,130,85,25
10,9,중랑구,95,4439,7942,981,1342,101,55,82,26
10,10,강남구,114,7186,3182,1520,561,91,96,77,18
10,10,강동구,127,3358,677,406,13,25,22,9,2
10,10,강북구,1,3251,2207,469,89,86,37,39,9
10,10,강서구,176,1797,395,1315,201,212,37,64,20
10,10,관악구,679,4182,1925,2945,1452,346,19,174,39
10,10,광진구,259,4421,2912,926,678,70,77,56,14
10,10,구로구,44,2741,956,748,507,58,46,45,10
10,10,금천구,23,1457,181,434,90,88,21,49,6
10,10,노원구,64,6236,9785,73,18,146,90,87,40
10,10,도봉구,14,4560,2755,309,22,86,40,43,13
10,10,동대문구,42,2347,1630,215,15,82,60,55,22
10,10,동작구,32,1010,1586,217,32,32,16,17,6
10,10,마포구,194,1924,1089,2542,2435,60,35,41,13
10,10,서대문구,37,3988,2451,435,143,53,38,25,11
10,10,서초구,484,4339,1839,1884,742,76,108,80,18
10,10,성동구,145,2988,1305,1085,355,5,49,33,11
10,10,성북구,14,4984,1867,1095,149,144,74,69,32
10,10,송파구,61,4681,539,811,75,66,63,59,14
10,10,양천구,7,2049,276,973,177,40,29,65,18
10,10,영등포구,114,2592,4628,1758,713,116,57,66,27
10,10,용산구,43,2104,1398,853,115,66,55,21,6
10,10,은평구,21,2277,1893,400,153,22,52,12,7
10,10,종로구,24,3224,2881,1409,441,149,101,86,21
10,10,중구,12,3139,1876,241,96,132,71,49,13
10,10,중랑구,44,2490,5276,1185,513,106,7,122,16
10,11,강남구,88,8316,3583,1154,520,66,174,124,26
10,11,강동구,240,3133,895,387,32,21,39,13,6
10,11,강북구,2,2623,1749,503,161,111,45,35,8
10,11,강서구,146,3702,2667,2049,225,94,66,113,14
10,11,관악구,830,2933,2213,2141,1273,282,26,123,30
10,11,광진구,193,2228,833,547,454,27,32,11,1
10,11,구로구,11,1102,381,372,94,14,23,17,7
10,11,금천구,4,1321,992,149,83,30,30,17,6
10,11,노원구,444,3755,3790,195,44,41,160,56,30
10,11,도봉구,8,5634,3565,431,42,53,39,26,12
10,11,동대문구,141,2262,1596,65,2,19,59,22,6
10,11,동작구,11,2436,1648,1091,334,67,36,83,5
10,11,마포구,237,1674,266,2366,3473,124,37,63,9
10,11,서대문구,16,1629,464,273,84,65,12,28,8
10,11,서초구,484,8036,4382,2012,488,23,123,49,20
10,11,성동구,589,5003,1277,950,691,6,150,37,9
10,11,성북구,45,4090,1895,1079,267,124,100,81,24
10,11,송파구,284,4887,1755,498,5,125,61,94,11
10,11,양천구,43,2748,495,558,43,54,37,43,15
10,11,영등포구,134,4828,3268,2243,704,120,118,103,23
10,11,용산구,279,5998,2109,882,122,155,152,117,16
10,11,은평구,23,2609,1757,390,99,49,21,18,6
10,11,종로구,1,3216,1980,1178,474,133,103,57,13
10,11,중구,81,4582,5471,878,758,179,118,189,28
10,11,중랑구,84,4112,5683,457,135,80,47,76,13
10,12,강남구,85,9455,3949,2744,2482,63,240,144,28
10,12,강동구,145,2303,173,430,20,17,16,26,13
10,12,강북구,9,2638,1776,427,57,46,45,14,5
10,12,강서구,867,3640,850,1275,81,173,75,74,17
10,12,관악구,483,5152,2049,2438,1182,87,42,114,18
10,12,광진구,60,2235,628,485,168,69,7,44,15
10,12,구로구,66,1672,703,119,8,68,54,68,21
10,12,금천구,19,1914,903,351,8,73,23,42,15
10,12,노원구,24,4881,3770,83,28,70,91,95,30
10,12,도봉구,14,3120,2669,165,11,61,16,25,14
10,12,동대문구,92,1613,756,104,5,17,43,26,9
10,12,동작구,52,1936,703,358,83,66,24,25,7
10,12,마포구,307,3896,4267,2809,2713,77,87,49,7
10,12,서대문구,47,4188,1995,413,131,62,62,30,11
10,12,서초구,344,6718,4774,2629,1070,60,152,72,24
10,12,성동구,52,943,1327,34,0,8,38,13,4
10,12,성북구,13,2955,3613,907,122,116,33,46,20
10,12,송파구,196,3742,613,1086,38,81,104,84,32
10,12,양천구,91,2907,3583,1073,456,96,41,84,27
10,12,영등포구,285,4544,1115,952,45,145,84,79,24
10,12,용산구,89,3330,1712,852,99,92,61,75,12
10,12,은평구,32,4073,2365,529,115,20,42,25,4
10,12,종로구,8,2447,1016,1301,377,120,44,50,21
10,12,중구,14,4764,4207,148,18,86,154,96,23
10,12,중랑구,13,2796,5491,1718,954,119,22,175,22
10,13,강남구,179,11347,4678,1912,683,37,179,76,20
10,13,강동구,160,3307,780,1110,296,14,28,20,7
10,13,강북구,3,2881,2386,121,33,33,50,15,4
10,13,강서구,67,2158,342,1506,607,189,28,51,18
10,13,관악구,181,5163,2659,1940,1432,58,48,41,13
10,13,광진구,266,2368,1650,136,4,59,41,58,4
10,13,구로구,1,1249,226,186,14,12,25,20,11
10,13,금천구,0,1257,278,246,110,103,21,78,9
10,13,노원구,286,3885,2510,293,45,46,28,43,21
10,13,도봉구,18,3169,2743,93,9,49,46,20,7
10,13,동대문구,110,2435,1789,343,153,14,82,49,10
10,13,동작구,69,1016,75,696,7,40,19,42,4
10,13,마포구,118,2741,1353,1931,1657,121,50,76,32
10,13,서대문구,32,4267,1627,450,97,77,55,55,17
10,13,서초구,381,4050,1549,3079,708,83,75,82,14
10,13,성동구,157,3391,2465,409,91,17,50,15,0
10,13,성북구,33,3540,2512,382,75,87,101,48,22
10,13,송파구,137,7151,2710,1979,1659,111,96,124,28
10,13,양천구,64,2904,631,588,41,58,45,53,31
10,13,영등포구,172,4274,3512,2114,271,62,46,41,11
10,13,용산구,36,5520,3040,1239,462,49,77,20,9
10,13,은평구,24,1690,1707,338,127,36,27,12,3
10,13,종로구,5,1286,81,377,172,124,30,24,8
10,13,중구,79,5093,2971,1139,819,40,96,57,15
10,13,중랑구,76,3433,6389,550,257,108,10,162,18
10,14,강남구,85,10148,5643,1608,124,69,143,74,26
10,14,강동구,99,3714,1480,662,24,11,28,13,4
10,14,강북구,4,3278,2595,155,28,45,49,26,7
10,14,강서구,84,1784,109,609,64,200,83,167,38
10,14,관악구,282,4854,3430,2104,1054,25,27,33,17
10,14,광진구,167,3745,2479,299,60,125,50,79,22
10,14,구로구,11,1025,112,241,26,30,36,35,8
10,14,금천구,7,1630,299,444,119,12,5,11,9
10,14,노원구,121,2951,1494,198,41,66,45,66,30
10,14,도봉구,1,4721,3094,382,26,27,34,29,10
10,14,동대문구,39,2566,2202,328,962,71,43,51,3
10,14,동작구,93,2625,1115,376,14,14,31,8,8
10,14,마포구,51,1959,592,1203,284,11,26,15,3
10,14,서대문구,22,2761,1788,773,528,25,26,19,9
10,14,서초구,160,6501,2282,2917,313,106,128,84,19
10,14,성동구,154,4894,3485,590,624,27,70,30,7
10,14,성북구,35,3809,2509,1000,141,67,75,64,25
10,14,송파구,143,6181,2276,541,40,44,64,45,12
10,14,양천구,12,2181,569,740,118,108,31,70,28
10,14,영등포구,107,4586,1610,975,58,69,76,45,15
10,14,용산구,17,3965,2604,972,131,39,42,28,10
10,14,은평구,5,3800,3201,425,131,26,40,17,6
10,14,종로구,13,2032,1903,1068,367,67,49,32,12
10,14,중구,95,2750,2136,589,358,43,42,34,12
10,14,중랑구,51,4664,8296,401,91,130,67,142,23
10,15,강남구,101,9822,4213,3191,1769,109,159,148,46
10,15,강동구,307,3936,1829,435,15,23,54,10,6
10,15,강북구,2,2541,1370,215,21,30,21,16,7
10,15,강서구,70,4240,1453,1320,1280,35,48,22,6
10,15,관악구,26,1579,961,1433,1149,28,13,28,12
10,15,광진구,261,4585,4022,164,8,23,42,22,6
10,15,구로구,13,1188,221,328,43,34,57,42,13
10,15,금천구,19,1295,556,250,65,49,11,28,4
10,15,노원구,2,2975,3059,386,80,82,81,91,29
10,15,도봉구,12,2893,2064,373,26,46,36,21,11
10,15,동대문구,18,1723,915,119,3,138,44,60,16
10,15,동작구,29,2338,943,766,354,7,40,18,8
10,15,마포구,93,3072,764,803,142,35,73,40,17
10,15,서대문구,4,2295,1591,664,368,38,40,29,11
10,15,서초구,386,5262,2878,1724,231,54,141,102,27
10,15,성동구,98,4421,2764,225,9,15,102,28,6
10,15,성북구,8,2067,1068,916,197,73,30,54,17
10,15,송파구,287,9307,3279,1316,893,110,174,186,36
10,15,양천구,1,1538,116,687,179,70,19,58,14
10,15,영등포구,182,5199,3695,1433,278,82,115,78,19
10,15,용산구,107,7461,3264,2550,1454,32,83,41,17
10,15,은평구,0,2559,1202,404,96,12,31,13,8
10,15,종로구,48,2167,859,969,348,122,60,58,21
10,15,중구,61,4031,3163,809,323,90,99,81,21
10,15,중랑구,92,4917,10607,708,165,168,149,164,40
10,16,강남구,43,8306,4183,2137,952,131,161,113,41
10,16,강동구,102,2350,130,498,30,11,25,2,2
10,16,강북구,10,3778,3622,218,32,47,65,23,10
10,16,강서구,96,3926,1278,1301,684,119,34,94,19
10,16,관악구,780,3522,2112,1922,1204,207,8,75,19
10,16,광진구,119,993,256,262,20,108,38,41,17
10,16,구로구,2,464,41,149,8,21,11,13,7
10,16,금천구,0,1992,903,558,135,23,16,40,4
10,16,노원구,70,1394,381,239,113,118,50,91,42
10,16,도봉구,5,2705,5136,168,17,37,16,19,6
10,16,동대문구,26,2747,1795,214,23,21,44,10,9
10,16,동작구,26,3795,2021,519,112,54,27,39,6
10,16,마포구,29,1995,1668,419,28,86,56,58,13
10,16,서대문구,16,2705,2175,428,141,64,54,28,7
10,16,서초구,222,6828,5884,1606,331,72,104,85,25
10,16,성동구,39,2635,3037,377,44,7,40,16,5
10,16,성북구,23,3252,1689,947,104,104,63,70,29
10,16,송파구,83,4479,498,1521,167,40,39,58,19
10,16,양천구,56,3830,1699,1597,758,30,38,44,18
10,16,영등포구,56,4870,1633,1603,508,90,50,62,10
10,16,용산구,7,2627,1221,767,157,75,15,64,9
10,16,은평구,18,1460,843,423,115,32,8,23,10
10,16,종로구,10,2447,1756,1114,511,111,41,57,17
10,16,중구,39,3432,2391,995,415,124,66,88,13
10,16,중랑구,32,2782,6257,522,138,56,37,94,7
10,17,강남구,111,7386,3235,976,66,75,97,73,15
10,17,강동구,9,1864,312,618,5,7,30,16,6
10,17,강북구,0,3262,3285,138,33,48,49,34,7
10,17,강서구,82,4560,1544,1168,521,64,78,54,27
10,17,관악구,899,4635,2548,2253,1286,191,17,72,21
10,17,광진구,75,2918,2404,209,16,43,97,42,9
10,17,구로구,2,1118,186,114,6,20,11,32,3
10,17,금천구,28,2253,843,381,66,31,35,15,5
10,17,노원구,10,1821,1202,559,99,115,38,89,37
10,17,도봉구,51,4670,5174,66,6,41,55,36,11
10,17,동대문구,29,1843,1117,179,36,36,46,48,21
10,17,동작구,13,1164,1228,472,138,46,8,44,5
10,17,마포구,64,2098,1426,786,231,65,31,40,15
10,17,서대문구,29,2630,791,375,104,83,44,55,18
10,17,서초구,173,5204,4967,1906,404,82,73,56,16
10,17,성동구,64,2061,595,794,227,34,55,50,19
10,17,성북구,31,2711,1539,397,57,64,44,60,20
10,17,송파구,48,2852,1134,711,72,39,57,24,4
10,17,양천구,84,2971,981,697,170,85,63,66,30
10,17,영등포구,79,4841,3845,912,236,90,79,65,24
10,17,용산구,84,3136,821,1416,323,72,46,47,17
10,17,은평구,11,1919,2435,283,88,23,27,30,9
10,17,종로구,18,1752,1295,783,266,93,48,48,19
10,17,중구,72,2933,2303,356,17,106,100,101,23
10,17,중랑구,3,3078,2951,468,111,54,16,73,9
10,18,강남구,25,5549,3009,883,103,54,55,63,21
10,18,강동구,160,2908,528,771,45,21,33,22,4
10,18,강북구,1,2418,2539,200,53,21,16,6,5
10,18,강서구,56,3629,2835,601,80,86,37,97,14
10,18,관악구,452,7294,4539,2554,1857,51,57,53,24
10,18,광진구,120,1166,3536,38,1,95,24,36,7
10,18,구로구,1,1101,859,295,46,68,18,37,16
10,18,금천구,0,1798,906,293,70,30,13,11,9
10,18,노원구,91,3527,2370,328,101,66,51,42,12
10,18,도봉구,0,4332,2590,192,9,45,28,31,4
10,18,동대문구,56,1179,1080,120,4,27,1,22,9
10,18,동작구,51,2405,843,631,61,12,12,8,4
10,18,마포구,27,3036,1415,1182,91,35,35,48,14
10,18,서대문구,11,4224,2599,462,73,94,45,56,13
10,18,서초구,169,3619,703,2562,367,58,62,44,13
10,18,성동구,37,1916,2332,808,254,10,31,8,1
10,18,성북구,84,4021,1776,692,111,66,33,55,20
10,18,송파구,88,6441,3525,756,83,59,59,93,25
10,18,양천구,62,1891,1573,1224,389,39,41,63,20
10,18,영등포구,187,5160,1858,1399,191,46,96,77,34
10,18,용산구,90,5795,2653,1595,226,12,54,32,9
10,18,은평구,2,2660,1497,377,87,25,22,19,12
10,18,종로구,40,5319,4435,1166,414,114,95,51,18
10,18,중구,31,4710,4332,291,27,42,66,16,9
10,18,중랑구,12,3054,2018,717,330,140,42,158,20
10,19,강남구,131,6996,3431,1404,373,64,104,102,27
10,19,강동구,241,1646,113,385,7,39,14,11,4
10,19,강북구,10,2333,1855,166,24,16,45,11,6
10,19,강서구,48,2123,242,1874,645,43,60,40,16
10,19,관악구,287,5734,4063,2042,1561,46,40,40,9
10,19,광진구,200,3264,1829,212,26,76,55,48,4
10,19,구로구,7,1481,687,231,20,39,14,29,14
10,19,금천구,56,2086,751,498,142,19,31,18,14
10,19,노원구,17,2820,2442,90,35,61,35,48,22
10,19,도봉구,1,2853,2401,220,33,42,28,18,8
10,19,동대문구,110,5266,3282,63,7,64,116,103,9
10,19,동작구,89,2006,555,894,74,43,27,37,16
10,19,마포구,62,3285,1961,915,73,91,47,55,19
10,19,서대문구,17,2030,1145,171,48,40,10,21,7
10,19,서초구,308,7645,2568,3034,836,127,121,79,28
10,19,성동구,138,4700,4187,594,159,18,108,28,5
10,19,성북구,40,5573,4811,1439,254,31,106,37,13
10,19,송파구,91,7313,2502,1263,114,50,68,81,27
10,19,양천구,127,1763,107,731,119,35,22,49,21
10,19,영등포구,66,4518,1672,1523,138,66,66,71,20
10,19,용산구,95,6290,4619,886,183,37,72,33,10
10,19,은평구,15,1459,2040,376,106,38,11,16,8
10,19,종로구,16,2991,2144,1061,932,102,58,54,18
10,19,중구,29,4289,2670,184,15,61,110,56,13
10,19,중랑구,15,4673,3802,244,39,86,41,93,19
10,20,강남구,186,11529,4773,1014,87,61,225,112,33
10,20,강동구,310,3825,1039,1392,471,18,53,17,9
10,20,강북구,4,738,230,119,12,31,10,12,4
10,20,강서구,128,2691,3140,774,177,225,49,154,23
10,20,관악구,573,5949,5938,2486,1798,72,26,67,28
10,20,광진구,155,2025,548,260,448,95,15,41,11
10,20,구로구,9,1035,93,566,54,58,25,44,11
10,20,금천구,2,2523,694,976,320,46,30,25,6
10,20,노원구,24,7100,4439,359,85,35,146,40,19
10,20,도봉구,12,4964,2836,333,24,33,49,24,5
10,20,동대문구,93,3821,2212,164,11,56,77,32,15
10,20,동작구,57,2647,528,540,78,55,35,54,5
10,20,마포구,68,2270,1184,654,95,108,62,68,9
10,20,서대문구,21,4426,712,969,645,72,47,53,12
10,20,서초구,341,4828,1550,1514,137,104,81,92,27
10,20,성동구,105,2730,2279,555,187,26,63,31,9
10,20,성북구,51,3234,1228,659,74,97,65,66,29
10,20,송파구,157,4949,1188,1986,883,63,44,61,15
10,20,양천구,44,2977,637,703,77,110,69,101,37
10,20,영등포구,178,5242,1127,745,63,127,90,77,27
10,20,용산구,11,2016,872,716,132,16,41,15,8
10,20,은평구,81,2363,1069,365,84,15,22,18,6
10,20,종로구,32,1279,432,1140,557,127,61,58,12
10,20,중구,106,3027,2965,377,61,130,113,81,25
10,20,중랑구,34,2343,1539,526,137,91,46,116,21
10,21,강남구,233,9995,3977,905,73,41,147,76,20
10,21,강동구,95,2383,1789,391,6,7,23,12,1
10,21,강북구,3,1368,459,171,18,17,13,4,5
10,21,강서구,82,3102,689,454,35,119,43,68,19
10,21,관악구,1408,8016,3706,2372,1501,44,43,44,10
10,21,광진구,81,2408,2547,271,209,38,43,13,10
10,21,구로구,56,1757,1025,642,282,27,30,44,8
10,21,금천구,9,2057,451,353,19,12,34,24,9
10,21,노원구,15,3323,5242,71,21,33,28,21,9
10,21,도봉구,9,3399,2244,140,10,25,22,22,10
10,21,동대문구,75,2600,1458,202,29,48,71,45,20
10,21,동작구,52,3367,1211,477,67,13,27,8,6
10,21,마포구,115,4566,2134,823,119,59,134,38,17
10,21,서대문구,24,2170,451,354,95,40,60,36,12
10,21,서초구,503,8671,3173,1431,143,55,143,60,28
10,21,성동구,199,4069,1837,164,13,33,114,19,3
10,21,성북구,31,2033,929,897,89,122,30,55,25
10,21,송파구,281,5609,2037,1189,170,76,67,70,30
10,21,양천구,12,1923,304,508,44,55,22,46,21
10,21,영등포구,198,7223,1742,1917,123,109,117,78,19
10,21,용산구,183,3083,496,863,99,109,36,56,6
10,21,은평구,51,3235,897,868,114,36,67,31,14
10,21,종로구,26,717,395,1002,464,61,42,28,15
10,21,중구,38,2688,1424,526,39,138,79,107,8
10,21,중랑구,161,1920,616,508,118,66,34,45,14
10,22,강남구,275,8015,3125,643,34,44,69,56,10
10,22,강동구,285,4230,1435,659,26,14,32,23,7
10,22,강북구,4,1749,799,60,12,30,24,28,9
10,22,강서구,92,5846,1905,758,64,178,106,80,31
10,22,관악구,1120,5061,1892,2396,1578,51,7,33,9
10,22,광진구,235,1437,206,75,8,61,33,20,5
10,22,구로구,62,2506,760,140,6,42,62,28,8
10,22,금천구,71,2540,1832,521,99,33,33,13,4
10,22,노원구,711,4723,3988,295,61,72,70,58,22
10,22,도봉구,9,2674,2216,148,13,29,31,17,3
10,22,동대문구,168,1368,935,59,3,14,34,10,4
10,22,동작구,86,2760,1158,956,97,13,21,20,6
10,22,마포구,452,5284,1661,943,67,50,134,54,14
10,22,서대문구,111,4309,1463,540,33,63,87,32,13
10,22,서초구,895,9956,3442,1779,87,95,139,92,14
10,22,성동구,224,2903,1538,76,2,20,62,10,3
10,22,성북구,121,1892,515,1042,147,88,41,41,28
10,22,송파구,228,4362,1473,772,139,59,40,54,15
10,22,양천구,42,3112,714,867,118,64,51,43,15
10,22,영등포구,277,5746,5391,989,62,87,105,83,30
10,22,용산구,273,4748,683,1214,245,77,70,39,17
10,22,은평구,7,2912,1610,747,334,34,40,28,5
10,22,종로구,57,3560,2037,663,188,146,107,54,19
10,22,중구,152,5437,3187,466,68,91,172,57,14
10,22,중랑구,57,893,55,519,118,129,37,162,18
10,23,강남구,481,3786,572,613,45,78,87,67,10
10,23,강동구,519,5959,2908,533,10,17,43,18,5
10,23,강북구,12,4711,4653,88,12,32,51,11,6
10,23,강서구,390,4654,1386,437,9,142,75,119,14
10,23,관악구,970,5070,2681,2053,833,76,20,48,9
10,23,광진구,284,1604,845,41,4,36,54,59,9
10,23,구로구,49,1620,961,199,2,24,40,23,7
10,23,금천구,31,2313,908,516,53,51,35,44,8
10,23,노원구,495,4386,2624,267,266,22,82,30,8
10,23,도봉구,7,3687,2758,226,37,22,24,21,10
10,23,동대문구,158,1938,799,103,20,101,22,60,2
10,23,동작구,138,3530,1241,872,177,50,33,53,5
10,23,마포구,396,3990,1480,618,28,72,51,46,19
10,23,서대문구,111,2318,269,491,59,47,34,20,15
10,23,서초구,1072,4002,577,654,23,71,75,58,10
10,23,성동구,443,2986,1456,67,4,93,31,49,4
10,23,성북구,210,3102,1241,826,47,120,63,75,17
10,23,송파구,804,6642,3500,626,33,71,108,74,16
10,23,양천구,160,3284,411,715,50,64,22,48,21
10,23,영등포구,327,5862,3990,655,15,54,102,40,17
10,23,용산구,271,3884,1019,668,87,33,64,23,14
10,23,은평구,15,3190,1188,571,502,13,37,15,10
10,23,종로구,20,1397,2718,167,6,66,56,29,6
10,23,중구,13,1110,236,252,13,99,46,38,20
10,23,중랑구,148,2268,985,343,49,120,47,102,14
11,0,강남구,375,4773,2537,279,26,84,179,117,36
11,0,강동구,241,1842,742,105,0,18,39,9,3
11,0,강북구,0,652,639,89,9,40,19,51,3
11,0,강서구,281,2229,734,559,24,56,82,116,10
11,0,관악구,49,3329,1268,360,1,3,29,12,3
11,0,광진구,292,2205,1246,80,4,40,35,10,4
11,0,구로구,91,1918,785,264,63,20,48,12,3
11,0,금천구,141,3364,1695,222,4,10,62,9,5
11,0,노원구,48,854,396,34,8,35,36,48,3
11,0,도봉구,2,1342,655,94,13,19,10,12,6
11,0,동대문구,150,2203,2050,95,5,67,54,46,7
11,0,동작구,221,1908,176,211,12,8,25,6,0
11,0,마포구,329,2374,597,215,5,60,33,26,9
11,0,서대문구,7,1222,522,82,0,35,9,12,7
11,0,서초구,1057,6557,2312,588,32,59,177,56,15
11,0,성동구,488,1328,537,18,0,18,35,13,3
11,0,성북구,121,2162,740,392,16,114,71,104,14
11,0,송파구,389,3903,1259,446,31,53,109,61,12
11,0,양천구,34,424,32,29,1,24,21,10,6
11,0,영등포구,753,3270,640,500,15,57,97,31,7
11,0,용산구,165,1966,342,85,0,11,35,9,4
11,0,은평구,5,26,0,25,0,24,1,5,4
11,0,종로구,6,2054,1600,60,1,69,63,22,6
11,0,중구,38,1529,920,226,2,160,78,75,18
11,0,중랑구,265,1482,418,109,3,54,44,53,3
11,1,강남구,1059,3637,1257,163,0,12,71,11,3
11,1,강동구,273,2449,1096,183,3,9,44,17,4
11,1,강북구,16,777,949,70,1,54,14,29,5
11,1,강서구,169,449,15,28,8,20,10,10,3
11,1,관악구,179,3835,3230,0,0,1,67,7,1
11,1,광진구,161,348,78,54,1,7,13,6,3
11,1,구로구,241,2313,831,109,3,4,54,9,6
11,1,금천구,105,501,278,9,0,2,11,1,0
11,1,노원구,303,1272,790,126,0,6,20,15,5
11,1,도봉구,85,3433,2881,38,0,0,21,5,0
11,1,동대문구,356,1588,954,186,12,50,37,12,5
11,1,동작구,123,2317,710,154,1,1,24,1,0
11,1,마포구,114,1315,725,65,0,23,29,11,2
11,1,서대문구,105,1527,502,29,0,6,54,11,4
11,1,서초구,695,6550,3270,90,20,68,188,63,14
11,1,성동구,848,2316,457,21,0,19,63,3,1
11,1,성북구,403,1343,404,213,7,58,21,20,3
11,1,송파구,534,3155,2623,208,5,16,75,33,8
11,1,양천구,54,729,295,0,0,4,2,0,0
11,1,영등포구,301,3644,1893,191,9,18,71,9,4
11,1,용산구,653,2668,1323,34,0,18,46,6,1
11,1,은평구,18,1242,1030,8,0,5,22,4,1
11,1,종로구,61,988,528,0,0,21,24,6,0
11,1,중구,130,1556,856,8,1,89,83,53,11
11,1,중랑구,273,1468,773,127,1,18,55,6,3
11,2,강남구,578,4431,3494,714,147,16,117,22,6
11,2,강동구,98,384,81,0,0,2,10,1,0
11,2,강북구,21,499,284,0,0,0,29,4,1
11,2,강서구,30,1090,412,11,0,20,18,4,0
11,2,관악구,19,3834,3147,0,1,3,67,13,5
11,2,광진구,98,944,1011,0,0,2,22,4,1
11,2,구로구,71,1353,652,4,0,59,48,26,8
11,2,금천구,31,1367,2241,7,0,3,31,3,1
11,2,노원구,61,878,652,6,0,0,22,1,0
11,2,도봉구,8,2253,3413,0,0,0,11,0,1
11,2,동대문구,17,10,0,0,0,7,4,1,0
11,2,동작구,188,1359,498,177,28,1,52,9,2
11,2,마포구,326,2050,3442,34,0,46,39,31,11
11,2,서대문구,213,1623,509,2,0,15,40,12,2
11,2,서초구,804,4369,6459,385,27,15,120,27,5
11,2,성동구,407,1872,1381,0,0,0,61,8,3
11,2,성북구,13,326,52,0,0,0,0,0,1
11,2,송파구,345,324,104,84,3,32,7,9,1
11,2,양천구,104,1175,567,0,0,21,39,16,3
11,2,영등포구,529,2850,1678,96,4,50,41,23,9
11,2,용산구,353,2135,1339,130,14,3,58,12,5
11,2,은평구,34,286,223,0,0,0,6,0,0
11,2,종로구,20,1173,668,2,0,2,20,6,2
11,2,중구,30,1770,994,22,4,61,80,35,11
11,2,중랑구,139,2273,3338,20,0,10,67,8,2
11,3,강남구,249,3054,4445,219,0,1,68,13,3
11,3,강동구,143,414,450,37,0,9,15,3,0
11,3,강북구,9,543,229,4,0,4,12,2,0
11,3,강서구,137,1725,3075,77,0,6,21,5,5
11,3,관악구,29,970,2047,39,4,13,8,3,0
11,3,광진구,130,2434,1834,161,1,3,62,18,2
11,3,구로구,106,447,57,93,2,15,14,1,2
11,3,금천구,100,594,334,186,0,10,8,3,1
11,3,노원구,230,3075,859,132,0,11,65,12,7
11,3,도봉구,54,2381,1249,24,10,1,1,2,1
11,3,동대문구,208,1220,595,173,19,21,22,5,2
11,3,동작구,194,603,227,32,0,3,9,1,1
11,3,마포구,433,1448,2037,170,0,14,43,15,9
11,3,서대문구,211,419,191,0,0,2,2,1,0
11,3,서초구,574,2654,5762,432,1,4,109,15,4
11,3,성동구,311,950,418,386,44,4,48,12,4
11,3,성북구,130,1427,530,147,6,27,98,38,9
11,3,송파구,146,714,75,97,0,3,27,5,2
11,3,양천구,267,1632,1331,57,1,24,38,11,1
11,3,영등포구,345,2220,2410,358,15,18,54,13,4
11,3,용산구,311,1087,999,60,0,2,33,8,1
11,3,은평구,70,958,1434,0,0,0,12,2,2
11,3,종로구,87,582,166,0,0,10,69,11,1
11,3,중구,129,1854,978,29,5,22,63,24,14
11,3,중랑구,108,718,183,44,0,19,13,6,4
11,4,강남구,721,3457,2025,665,56,112,77,61,21
11,4,강동구,63,851,134,409,59,6,13,3,3
11,4,강북구,26,1699,889,86,14,16,63,9,5
11,4,강서구,148,2005,2313,127,70,71,36,13,7
11,4,관악구,51,1870,2532,79,3,23,32,11,3
11,4,광진구,348,2928,1601,5,0,3,98,17,1
11,4,구로구,200,1308,412,148,7,30,27,5,3
11,4,금천구,166,1496,506,342,3,27,28,15,6
11,4,노원구,13,549,155,16,0,32,2,12,4
11,4,도봉구,631,3123,1676,39,0,8,32,4,0
11,4,동대문구,124,1405,544,131,1,8,39,19,7
11,4,동작구,255,1534,800,101,1,6,38,32,2
11,4,마포구,629,1628,3483,34,0,38,26,8,3
11,4,서대문구,31,476,144,20,0,10,23,7,2
11,4,서초구,661,2089,690,232,9,141,83,85,12
11,4,성동구,786,2013,1201,28,0,3,55,4,4
11,4,성북구,123,2315,1235,100,14,70,70,39,7
11,4,송파구,567,4223,1502,230,23,13,70,14,2
11,4,양천구,66,856,328,220,12,11,32,18,7
11,4,영등포구,419,1587,211,320,17,56,85,18,4
11,4,용산구,568,2327,683,68,8,6,99,66,3
11,4,은평구,33,1246,606,19,3,0,22,4,3
11,4,종로구,39,1124,581,40,3,8,41,6,2
11,4,중구,157,1810,1197,65,7,6,77,10,6
11,4,중랑구,52,1843,2591,51,1,18,61,10,7
11,5,강남구,383,4936,3893,2882,657,140,86,106,22
11,5,강동구,223,3081,2648,437,1,12,64,15,6
11,5,강북구,43,2759,955,232,30,54,63,35,3
11,5,강서구,481,5224,3134,1171,413,48,105,27,7
11,5,관악구,29,3357,2161,43,7,5,64,13,10
11,5,광진구,151,2140,1098,130,6,21,42,19,6
11,5,구로구,15,1317,716,830,268,49,19,19,5
11,5,금천구,23,1395,649,268,533,14,24,13,6
11,5,노원구,192,2339,1425,432,755,112,89,54,14
11,5,도봉구,38,4730,5471,228,4,22,23,12,10
11,5,동대문구,209,2781,1293,139,1,88,52,107,3
11,5,동작구,261,2536,936,574,33,21,86,35,7
11,5,마포구,132,4255,3112,432,97,25,64,27,2
11,5,서대문구,68,2280,766,608,85,72,83,44,4
11,5,서초구,1655,6664,3909,1372,344,208,166,117,29
11,5,성동구,176,1708,583,272,147,14,70,22,6
11,5,성북구,107,3005,1479,209,12,95,147,206,12
11,5,송파구,419,3984,1866,1535,325,69,84,69,18
11,5,양천구,143,1265,331,875,788,29,16,23,8
